Ne vsebuje 	18000: -0.963 
Vsebuje 	19508: -0.290 
Ne vsebuje 	19509: -0.658 
Ne vsebuje 	19510: -0.580 
Ne vsebuje 	19511: -0.765 
Ne vsebuje 	19512: -0.865 
Ne vsebuje 	19513: -0.628 
Ne vsebuje 	19514: -1.515 
Ne vsebuje 	19515: -0.982 
Vsebuje 	19516: -0.606 
Vsebuje 	19517: -0.347 
Vsebuje 	19518: -0.796 
Ne vsebuje 	19519: -1.232 
Ne vsebuje 	19520: -1.368 
Ne vsebuje 	19521: -1.268 
Ne vsebuje 	19522: -0.543 
Ne vsebuje 	19523: -0.933 
Ne vsebuje 	19524: -0.371 
Vsebuje 	19525: -0.147 
Ne vsebuje 	19526: -0.793 
Ne vsebuje 	19527: -1.754 
Ne vsebuje 	19528: -1.687 
Ne vsebuje 	19529: -0.878 
Ne vsebuje 	19530: -1.250 
Ne vsebuje 	19531: -1.233 
Ne vsebuje 	19532: -1.414 
Ne vsebuje 	19533: -1.582 
Ne vsebuje 	19534: -1.412 
Ne vsebuje 	19535: -1.962 
Ne vsebuje 	19536: -1.234 
Ne vsebuje 	19537: -1.295 
Ne vsebuje 	19538: -1.462 
Vsebuje 	19539: -0.201 
Ne vsebuje 	19540: -1.098 
Ne vsebuje 	19541: -1.113 
Ne vsebuje 	19542: -1.177 
Ne vsebuje 	19543: -1.091 
Ne vsebuje 	19544: -0.971 
Ne vsebuje 	19545: -1.331 
Ne vsebuje 	19546: -1.377 
Vsebuje 	19547: 0.402 
Vsebuje 	19548: -0.242 
Ne vsebuje 	19549: -0.437 
Ne vsebuje 	19550: -1.003 
Ne vsebuje 	19551: -1.538 
Ne vsebuje 	19552: -0.928 
Ne vsebuje 	19553: -1.621 
Ne vsebuje 	19554: -1.465 
Ne vsebuje 	19555: -1.177 
Ne vsebuje 	19556: -1.123 
Ne vsebuje 	19557: -1.472 
Ne vsebuje 	19558: -0.944 
Ne vsebuje 	19559: -0.507 
Vsebuje 	19560: 0.898 
Ne vsebuje 	19561: -1.483 
Ne vsebuje 	19562: -0.916 
Ne vsebuje 	19563: -0.784 
Ne vsebuje 	19564: -0.635 
Ne vsebuje 	19565: -0.844 
Ne vsebuje 	19566: -0.869 
Ne vsebuje 	19567: -0.561 
Ne vsebuje 	19568: -1.063 
Ne vsebuje 	19569: -0.854 
Ne vsebuje 	19570: -1.342 
Ne vsebuje 	19571: -0.531 
Ne vsebuje 	19572: -0.398 
Ne vsebuje 	19573: -1.132 
Ne vsebuje 	19574: -1.587 
Ne vsebuje 	19575: -1.220 
Ne vsebuje 	19576: -1.421 
Ne vsebuje 	19577: -1.481 
Ne vsebuje 	19578: -0.952 
Ne vsebuje 	19579: -1.074 
Ne vsebuje 	19580: -1.306 
Ne vsebuje 	19581: -1.005 
Ne vsebuje 	19582: -1.472 
Ne vsebuje 	19583: -1.180 
Ne vsebuje 	19584: -1.442 
Ne vsebuje 	19585: -1.064 
Ne vsebuje 	19586: -1.371 
Ne vsebuje 	19587: -1.263 
Ne vsebuje 	19588: -1.275 
Ne vsebuje 	19589: -1.169 
Ne vsebuje 	19590: -1.096 
Ne vsebuje 	19591: -1.253 
Ne vsebuje 	19592: -0.992 
Ne vsebuje 	19593: -1.531 
Ne vsebuje 	19594: -1.130 
Ne vsebuje 	19595: -1.119 
Ne vsebuje 	19596: -1.322 
Ne vsebuje 	19597: -0.865 
Ne vsebuje 	19598: -1.277 
Ne vsebuje 	19599: -0.764 
Ne vsebuje 	19600: -0.693 
Ne vsebuje 	19601: -1.185 
Ne vsebuje 	19602: -1.305 
Ne vsebuje 	19603: -1.191 
Ne vsebuje 	19604: -1.006 
Ne vsebuje 	19605: -1.179 
Ne vsebuje 	19606: -1.087 
Ne vsebuje 	19607: -1.185 
Ne vsebuje 	19608: -0.736 
Ne vsebuje 	19609: -1.411 
Ne vsebuje 	19610: -1.346 
Ne vsebuje 	19611: -1.370 
Ne vsebuje 	19612: -1.052 
Ne vsebuje 	19613: -0.930 
Ne vsebuje 	19614: -1.144 
Ne vsebuje 	19615: -1.015 
Ne vsebuje 	19616: -0.755 
Ne vsebuje 	19617: -0.879 
Ne vsebuje 	19618: -1.202 
Ne vsebuje 	19619: -1.185 
Ne vsebuje 	19620: -1.177 
Ne vsebuje 	19621: -0.988 
Ne vsebuje 	19622: -1.341 
Ne vsebuje 	19623: -1.198 
Ne vsebuje 	19624: -1.246 
Ne vsebuje 	19625: -0.832 
Ne vsebuje 	19626: -1.236 
Ne vsebuje 	19627: -1.011 
Ne vsebuje 	19628: -0.780 
Ne vsebuje 	19629: -1.097 
Ne vsebuje 	19630: -1.237 
Ne vsebuje 	19631: -1.059 
Ne vsebuje 	19632: -1.214 
Ne vsebuje 	19633: -1.349 
Ne vsebuje 	19634: -1.208 
Ne vsebuje 	19635: -1.196 
Ne vsebuje 	19636: -1.104 
Ne vsebuje 	19637: -1.264 
Ne vsebuje 	19638: -0.808 
Ne vsebuje 	19639: -1.385 
Ne vsebuje 	19640: -1.211 
Ne vsebuje 	19641: -1.193 
Ne vsebuje 	19642: -1.024 
Ne vsebuje 	19643: -1.276 
Ne vsebuje 	19644: -1.468 
Ne vsebuje 	19645: -1.198 
Ne vsebuje 	19646: -1.284 
Ne vsebuje 	19647: -1.184 
Ne vsebuje 	19648: -1.314 
Ne vsebuje 	19649: -1.220 
Ne vsebuje 	19650: -1.245 
Ne vsebuje 	19651: -1.232 
Ne vsebuje 	19652: -1.232 
Ne vsebuje 	19653: -1.055 
Ne vsebuje 	19654: -1.292 
Ne vsebuje 	19655: -0.883 
Ne vsebuje 	19656: -1.096 
Ne vsebuje 	19657: -1.250 
Ne vsebuje 	19658: -0.971 
Ne vsebuje 	19659: -1.257 
Ne vsebuje 	19660: -1.195 
Ne vsebuje 	19661: -1.360 
Ne vsebuje 	19662: -1.012 
Ne vsebuje 	19663: -1.127 
Ne vsebuje 	19664: -1.246 
Ne vsebuje 	19665: -0.828 
Ne vsebuje 	19666: -0.863 
Ne vsebuje 	19667: -1.314 
Ne vsebuje 	19668: -1.249 
Ne vsebuje 	19669: -1.273 
Ne vsebuje 	19670: -1.329 
Ne vsebuje 	19671: -1.229 
Ne vsebuje 	19672: -1.264 
Ne vsebuje 	19673: -1.259 
Ne vsebuje 	19674: -1.217 
Ne vsebuje 	19675: -1.276 
Ne vsebuje 	19676: -1.288 
Ne vsebuje 	19677: -1.209 
Ne vsebuje 	19678: -1.218 
Ne vsebuje 	19679: -1.038 
Ne vsebuje 	19680: -1.164 
Ne vsebuje 	19681: -1.213 
Ne vsebuje 	19682: -1.065 
Ne vsebuje 	19683: -1.247 
Ne vsebuje 	19684: -1.023 
Ne vsebuje 	19685: -0.736 
Ne vsebuje 	19686: -1.090 
Ne vsebuje 	19687: -1.221 
Ne vsebuje 	19688: -1.244 
Ne vsebuje 	19689: -1.060 
Ne vsebuje 	19690: -1.237 
Ne vsebuje 	19691: -1.205 
Ne vsebuje 	19692: -1.237 
Ne vsebuje 	19693: -0.716 
Ne vsebuje 	19694: -1.350 
Ne vsebuje 	19695: -1.196 
Ne vsebuje 	19696: -1.249 
Ne vsebuje 	19697: -1.575 
Vsebuje 	19698: -1.145 
Ne vsebuje 	19699: -1.148 
Ne vsebuje 	19700: -1.382 
Vsebuje 	19701: 1.195 
Ne vsebuje 	19702: -1.067 
Ne vsebuje 	19703: -0.875 
Ne vsebuje 	19704: -1.159 
Ne vsebuje 	19705: -1.179 
Ne vsebuje 	19706: -0.189 
Ne vsebuje 	19707: -0.817 
Ne vsebuje 	19708: -1.545 
Ne vsebuje 	19709: -1.061 
Ne vsebuje 	19710: -0.967 
Ne vsebuje 	19711: -0.899 
Ne vsebuje 	19712: -0.810 
Ne vsebuje 	19713: -0.263 
Ne vsebuje 	19714: -1.192 
Ne vsebuje 	19715: -1.221 
Ne vsebuje 	19716: -0.998 
Ne vsebuje 	19717: -0.990 
Ne vsebuje 	19718: -1.066 
Ne vsebuje 	19719: -0.985 
Ne vsebuje 	19720: -1.437 
Ne vsebuje 	19721: -1.179 
Ne vsebuje 	19722: -1.420 
Ne vsebuje 	19723: -1.941 
Ne vsebuje 	19724: -1.048 
Ne vsebuje 	19725: -1.349 
Ne vsebuje 	19726: -1.065 
Ne vsebuje 	19727: -1.053 
Ne vsebuje 	19728: -1.180 
Ne vsebuje 	19729: -0.570 
Ne vsebuje 	19730: -0.917 
Ne vsebuje 	19731: -0.851 
Ne vsebuje 	19732: -1.267 
Ne vsebuje 	19733: -1.163 
Ne vsebuje 	19734: -1.281 
Ne vsebuje 	19735: -0.905 
Ne vsebuje 	19736: -1.026 
Ne vsebuje 	19737: -0.644 
Ne vsebuje 	19738: -1.165 
Ne vsebuje 	19739: -0.770 
Ne vsebuje 	19740: -1.175 
Ne vsebuje 	19741: -0.387 
Ne vsebuje 	19742: -1.341 
Ne vsebuje 	19743: -0.977 
Ne vsebuje 	19744: -0.548 
Ne vsebuje 	19745: -0.873 
Ne vsebuje 	19746: -1.248 
Ne vsebuje 	19747: -0.572 
Ne vsebuje 	19748: -0.471 
Ne vsebuje 	19749: -0.864 
Ne vsebuje 	19750: -0.909 
Ne vsebuje 	19751: -0.851 
Ne vsebuje 	19752: -0.965 
Ne vsebuje 	19753: -0.760 
Ne vsebuje 	19754: -0.730 
Ne vsebuje 	19755: -0.683 
Ne vsebuje 	19756: -1.424 
Ne vsebuje 	19757: -1.367 
Ne vsebuje 	19758: -0.980 
Ne vsebuje 	19759: -1.136 
Ne vsebuje 	19760: -0.769 
Ne vsebuje 	19761: -1.527 
Ne vsebuje 	19762: -1.380 
Ne vsebuje 	19763: -0.956 
Ne vsebuje 	19764: -0.894 
Ne vsebuje 	19765: -0.976 
Ne vsebuje 	19766: -1.232 
Ne vsebuje 	19767: -1.068 
Ne vsebuje 	19768: -1.209 
Vsebuje 	19769: -0.707 
Ne vsebuje 	19770: -1.466 
Vsebuje 	19771: -1.058 
Ne vsebuje 	19772: -1.358 
Ne vsebuje 	19773: -0.862 
Ne vsebuje 	19774: -1.077 
Ne vsebuje 	19775: -1.216 
Ne vsebuje 	19776: -1.370 
Ne vsebuje 	19777: -0.887 
Ne vsebuje 	19778: -1.114 
Ne vsebuje 	19779: -0.883 
Ne vsebuje 	19780: -0.997 
Ne vsebuje 	19781: -1.204 
Ne vsebuje 	19782: -1.138 
Ne vsebuje 	19783: -1.044 
Ne vsebuje 	19784: -0.778 
Ne vsebuje 	19785: -1.083 
Ne vsebuje 	19786: -0.890 
Ne vsebuje 	19787: -1.154 
Ne vsebuje 	19788: -1.003 
Ne vsebuje 	19789: -1.031 
Ne vsebuje 	19790: -0.779 
Ne vsebuje 	19791: -1.137 
Ne vsebuje 	19792: -1.192 
Ne vsebuje 	19793: -1.352 
Ne vsebuje 	19794: -1.330 
Ne vsebuje 	19795: -1.265 
Ne vsebuje 	19796: -1.316 
Ne vsebuje 	19797: -1.123 
Ne vsebuje 	19798: -0.932 
Ne vsebuje 	19799: -1.040 
Ne vsebuje 	19800: -0.649 
Ne vsebuje 	19801: -1.286 
Ne vsebuje 	19802: -0.980 
Ne vsebuje 	19803: -1.213 
Ne vsebuje 	19804: 0.194 
Ne vsebuje 	19805: -1.124 
Ne vsebuje 	19806: -1.550 
Ne vsebuje 	19807: -0.966 
Ne vsebuje 	19808: -1.710 
Ne vsebuje 	19809: -1.658 
Ne vsebuje 	19810: -1.712 
Ne vsebuje 	19811: -1.761 
Ne vsebuje 	19812: -1.436 
Ne vsebuje 	19813: -0.905 
Ne vsebuje 	19814: -1.076 
Ne vsebuje 	19815: -0.783 
Ne vsebuje 	19816: -1.026 
Ne vsebuje 	19817: -1.041 
Ne vsebuje 	19818: -0.466 
Ne vsebuje 	19819: -0.631 
Ne vsebuje 	19820: -1.401 
Vsebuje 	19821: 0.300 
Ne vsebuje 	19822: -1.337 
Ne vsebuje 	19823: -0.298 
Ne vsebuje 	19824: -1.309 
Ne vsebuje 	19825: -1.166 
Ne vsebuje 	19826: -0.802 
Vsebuje 	19827: -0.596 
Ne vsebuje 	19828: -1.264 
Ne vsebuje 	19829: -1.297 
Ne vsebuje 	19830: -0.836 
Ne vsebuje 	19831: -0.878 
Ne vsebuje 	19832: -0.837 
Ne vsebuje 	19833: -1.113 
Ne vsebuje 	19834: -0.500 
Ne vsebuje 	19835: -0.606 
Ne vsebuje 	19836: -0.893 
Vsebuje 	19837: -0.427 
Ne vsebuje 	19838: -1.268 
Ne vsebuje 	19839: -0.670 
Ne vsebuje 	19840: -0.586 
Vsebuje 	19841: 0.612 
Ne vsebuje 	19842: -0.704 
Ne vsebuje 	19843: -0.971 
Ne vsebuje 	19844: -1.132 
Ne vsebuje 	19845: -0.956 
Ne vsebuje 	19846: -1.295 
Ne vsebuje 	19847: -0.986 
Ne vsebuje 	19848: -0.452 
Ne vsebuje 	19849: -1.308 
Ne vsebuje 	19850: -0.914 
Ne vsebuje 	19851: -1.017 
Ne vsebuje 	19852: -0.767 
Ne vsebuje 	19853: -0.974 
Ne vsebuje 	19854: -1.014 
Ne vsebuje 	19855: -1.136 
Ne vsebuje 	19856: -1.370 
Ne vsebuje 	19857: -1.199 
Ne vsebuje 	19858: -1.118 
Ne vsebuje 	19859: -0.795 
Ne vsebuje 	19860: -0.943 
Ne vsebuje 	19861: -1.304 
Ne vsebuje 	19862: -0.761 
Vsebuje 	19863: -1.162 
Ne vsebuje 	19864: -1.208 
Ne vsebuje 	19865: -0.804 
Ne vsebuje 	19866: -1.126 
Ne vsebuje 	19867: -0.763 
Ne vsebuje 	19868: -1.073 
Ne vsebuje 	19869: -1.021 
Ne vsebuje 	19870: -1.013 
Ne vsebuje 	19871: -1.316 
Ne vsebuje 	19872: -0.826 
Ne vsebuje 	19873: -0.762 
Vsebuje 	19874: -0.333 
Ne vsebuje 	19875: -0.749 
Ne vsebuje 	19876: -0.602 
Ne vsebuje 	19877: -0.979 
Ne vsebuje 	19878: -0.774 
Ne vsebuje 	19879: -0.586 
Ne vsebuje 	19880: -0.669 
Ne vsebuje 	19881: -0.432 
Ne vsebuje 	19882: -1.004 
Vsebuje 	19883: 0.122 
Vsebuje 	19884: -0.018 
Ne vsebuje 	19885: -0.799 
Ne vsebuje 	19886: -0.894 
Ne vsebuje 	19887: -1.435 
Ne vsebuje 	19888: -1.046 
Ne vsebuje 	19889: -0.756 
Ne vsebuje 	19890: -1.408 
Vsebuje 	19891: -0.198 
Ne vsebuje 	19892: -0.905 
Ne vsebuje 	19893: -0.762 
Ne vsebuje 	19894: -0.993 
Ne vsebuje 	19895: -1.456 
Ne vsebuje 	19896: -0.494 
Ne vsebuje 	19897: -1.280 
Ne vsebuje 	19898: -0.567 
Ne vsebuje 	19899: -0.576 
Ne vsebuje 	19900: -1.076 
Ne vsebuje 	19901: -1.146 
Vsebuje 	19902: -0.392 
Ne vsebuje 	19903: -0.678 
Ne vsebuje 	19904: -0.988 
Ne vsebuje 	19905: -0.691 
Ne vsebuje 	19906: -1.048 
Ne vsebuje 	19907: -0.569 
Ne vsebuje 	19908: -0.688 
Ne vsebuje 	19909: -0.600 
Ne vsebuje 	19910: -0.977 
Ne vsebuje 	19911: -1.039 
Ne vsebuje 	19912: -1.689 
Ne vsebuje 	19913: -1.376 
Ne vsebuje 	19914: -1.696 
Ne vsebuje 	19915: -1.633 
Ne vsebuje 	19916: -1.139 
Ne vsebuje 	19917: -0.903 
Ne vsebuje 	19918: -1.461 
Ne vsebuje 	19919: -0.857 
Ne vsebuje 	19920: -1.795 
Ne vsebuje 	19921: -1.464 
Ne vsebuje 	19922: -0.752 
Ne vsebuje 	19923: -1.853 
Ne vsebuje 	19924: -1.550 
Ne vsebuje 	19925: -0.981 
Ne vsebuje 	19926: -1.642 
Ne vsebuje 	19927: -1.026 
Ne vsebuje 	19928: -1.183 
Ne vsebuje 	19929: -0.524 
Ne vsebuje 	19930: -0.901 
Ne vsebuje 	19931: -1.214 
Ne vsebuje 	19932: -1.349 
Ne vsebuje 	19933: -0.856 
Ne vsebuje 	19934: -0.576 
Ne vsebuje 	19935: -0.983 
Ne vsebuje 	19936: -1.099 
Ne vsebuje 	19937: -0.430 
Ne vsebuje 	19938: -1.068 
Ne vsebuje 	19939: -0.989 
Ne vsebuje 	19940: -0.677 
Ne vsebuje 	19941: -0.832 
Ne vsebuje 	19942: -1.960 
Ne vsebuje 	19943: -0.949 
Ne vsebuje 	19944: -0.854 
Ne vsebuje 	19945: -1.395 
Ne vsebuje 	19946: -1.154 
Ne vsebuje 	19947: -1.467 
Ne vsebuje 	19948: -0.511 
Ne vsebuje 	19949: -0.699 
Ne vsebuje 	19950: -0.574 
Vsebuje 	19951: -0.348 
Ne vsebuje 	19952: -1.253 
Ne vsebuje 	19953: -1.704 
Ne vsebuje 	19954: -0.989 
Ne vsebuje 	19955: -0.997 
Ne vsebuje 	19956: -1.410 
Ne vsebuje 	19957: -1.182 
Ne vsebuje 	19958: -0.963 
Ne vsebuje 	19959: -1.461 
Ne vsebuje 	19960: -1.205 
Ne vsebuje 	19961: -1.442 
Ne vsebuje 	19962: -1.220 
Ne vsebuje 	19963: -1.254 
Ne vsebuje 	19964: -0.899 
Ne vsebuje 	19965: -1.211 
Ne vsebuje 	19966: -1.055 
Ne vsebuje 	19967: -1.164 
Ne vsebuje 	19968: -0.669 
Ne vsebuje 	19969: -0.843 
Ne vsebuje 	19970: -1.234 
Ne vsebuje 	19971: -1.154 
Ne vsebuje 	19972: -1.112 
Ne vsebuje 	19973: -0.960 
Ne vsebuje 	19974: -1.174 
Ne vsebuje 	19975: -1.080 
Ne vsebuje 	19976: -1.167 
Ne vsebuje 	19977: -1.067 
Ne vsebuje 	19978: -1.115 
Ne vsebuje 	19979: -1.425 
Ne vsebuje 	19980: -1.193 
Ne vsebuje 	19981: -1.242 
Ne vsebuje 	19982: -1.652 
Ne vsebuje 	19983: -0.767 
Ne vsebuje 	19984: -0.757 
Ne vsebuje 	19985: -1.030 
Ne vsebuje 	19986: -0.809 
Ne vsebuje 	19987: -1.039 
Ne vsebuje 	19988: -1.133 
Ne vsebuje 	19989: -1.023 
Ne vsebuje 	19990: -1.157 
Ne vsebuje 	19991: -1.190 
Ne vsebuje 	19992: -0.891 
Ne vsebuje 	19993: -0.868 
Ne vsebuje 	19994: -1.199 
Ne vsebuje 	19995: -1.254 
Ne vsebuje 	19996: -1.151 
Ne vsebuje 	19997: -0.964 
Ne vsebuje 	19998: -0.599 
Ne vsebuje 	19999: -1.328 
